Date,Message,Profile,Network,Like,comment,Shares,interaction rate,Message-ID,Profile-ID,Link
10/21/2025,"Polisi menangkap pelaku pemb4karan hidup-hidup Asril Wahyudi (28), sopir asal Kabupaten Solok Selatan, Sumatera Barat, yang ditemukan tew4s terb4kar dalam truk di Kabupaten Ogan Ilir, Sumatera Selatan pada Senin (13/10/2025) dini hari.

Kabid Humas Polda Sumatera Selatan, Kombes Pol Nandang Mu’min Wijaya, mengatakan, pihaknya telah menangkap 3 pelaku inisial AS (24), RS (24), A (34) pada pada 19 Oktober 2025.

“Tiga pelaku berhasil ditangkap dan sudah ditetapkan sebagai tersangka. Satu lagi DPO, identitasnya telah kita kantongi,” katanya dihubungi Sumbarkita, Selasa (21/10/2025).

Ia melanjutkan, selain menangkap pelaku pihaknya telah mengamankan barang bukti berupa 1 unit mobil tronton merek hino warna putih nomor polisi B 9098 UIU dalam keadaan sudah terb4kar, 1 buah botol aqua bekas untuk mengambil minyak mobil dari tangki mobil dan menyiramkan ke korban dan mobil, 1 unit handphone korban dalam keadaan sudah terb*kar.

Kunjungi web Sumbarkita untuk berita selengkapnya
.

.

Baca berita dan informasi menarik lainnya seputar Sumatera Barat hanya di www.sumbarkita.id atau sanak bisa klik link di bio.

Jangan lupa tag sumbarkita.id jika ada informasi menarik dan peristiwa penting dan terkini.
=================================
#sumbar #sumatrabarat #sumbarkita #hukum #kriminal #kriminalupdate",SUMBAR KITA,INSTAGRAM,2029,161,2190,0.42%,1.81045E+16,39289871539,https://www.instagram.com/p/DQDdn56ASHY/
10/17/2025,"Dreame Aqua 10 Ultra Roller Complete - urządzenie, które naprawdę ogarnia. Mopuje świeżą wodą, osusza podłogę na bieżąco, omija dywany, domywa krawędziee a, a co najważniejsze posiada funkcję samoczyszczenia, aż w 100 stopniach Celsjusza, dzięki czemu zabija wszystkie bakterie! 
Nie narzeka. Nie pyta. Nie zostawia smug. Czy to nie brzmi jak idealny domowy pomocnik ? ??

#Dreame #DreameAqua10UltraRoller #RealClean #Robotvacuum #CleaningTips#2025bestrobotvacuum",Żaneta Ochmańska-Król,INSTAGRAM,2167,21,2188,0.76%,1.84919E+16,179078214,https://www.instagram.com/reel/DP6iFvqDBoW/
10/16/2025,"TBT de dias de sol, diversão e muitas memórias em família! ??

A luabenficaa viveu momentos incríveis nos nossos Resorts e curtiu cada segundo no Aqua Park com a pequena Flora. ??☀️",Beach Park,INSTAGRAM,2152,28,2180,0.10%,1.7912E+16,1253408139,https://www.instagram.com/p/DP4AJX2jq8q/
10/17/2025,"Today I’m trying out this new brush by Princeton ( princetonbrush ) AQUA ELITE… it’s got three somewhat flat sides and it comes to a point. It’s a soft watercolour brush that holds a lot of water and pigment. Usually I use Princeton Velvetouch as I find it very good for precision (for those of us desiring control over the line)…
I think this one is going to work beautifully for floral work that’s a little looser and freeer.

✨??✨

#princetonbrush #princeton #newartsupplies #watercolorbrush #Prismbrush #aquaeliteprism #goodbrush #tryingsomethingnew",Elena Dardik,INSTAGRAM,2138,17,2155,0.55%,1.8118E+16,1623725688,https://www.instagram.com/reel/DP60_DODgVO/
10/25/2025,"Sếp Lớn không ngờ tới
----------
Nguồn: Aqua Media
Tất cả nội dung trong video được trích từ phim Hoa Sơn Cước và chỉ mang mục đích giải trí.
Bản quyền được quản lý và bảo vệ bởi WeNew.
#WeNew #wenewhcm #SpeedCouple #hoasoncuoc #AquaMedia #NWT #AQUA",Speed Couple,FACEBOOK,2117,8,2153,0.21%,104770681215111_1394363976023881,1.04771E+14,https://www.facebook.com/reel/813954601349796/
10/9/2025,"?? Underground. Unstoppable. Unbelievable. ??
From Aarey JVLR to Cuffe Parade, Mumbai Metro’s Aqua Line 3, Phase 2 is officially LIVE!

?? Train Schedule:
First train — 5:55 AM
Last train — 10:30 PM (till 11:25 PM at terminals)

?? Fare Chart:
₹10 ?? up to 3 km
₹20 ?? 3–12 km
₹30 ?? 12–18 km
₹40 ?? 18–24 km
₹50 ?? 24–30 km
₹60–₹70 ?? Full ride (~33.5 km)
Say hello to a smoother, faster, and cheaper Mumbai commute ??

#LBB #LBBMumbai #metro #aqualine #aarey #fyp #cuffeparade #lifeinametro #phase2 #new #live #love #Mumbai",LBB Mumbai,INSTAGRAM,2134,7,2141,0.66%,1.79256E+16,3246632409,https://www.instagram.com/reel/DPlgLUEDDhz/
10/8/2025,"SEMANGAT INDONESIA MENUJU KEJUARAAN DUNIA 2026 ??

Dalam rangka menuju terciptanya sebuah sejarah. Dukungan tak henti-henti mengalir untuk Timnas di Kualifikasi Kejuaraan Dunia 2026.

Ayo dukung terus Timnas Indonesia dengan hanya pilih AQUA 100% Murni saat berjuang.

#AQUADULU #semangatmembara",Vivagoal,INSTAGRAM,2118,19,2137,0.39%,1.80937E+16,1300033477,https://www.instagram.com/reel/DPjRCC7E0u-/
10/27/2025,"MALANG – Isu penggunaan air sumur bor dalam produksi air mineral merek Aqua yang sempat diungkap dalam inspeksi mendadak (sidak) Gubernur Jawa Barat, Dedi Mulyadi rupanya turut berimbas hingga ke Kota Malang. Sejumlah penjual dan konsumen mengaku mulai beralih ke merek lain karena menurunnya kepercayaan terhadap produk tersebut.

Salah satu pemilik warung makan di Kota Malang, Tiamah, mengungkapkan bahwa permintaan konsumen terhadap Aqua memang sudah berkurang jauh, bahkan sebelum muncul isu sumur bor itu.

“Jarang sekarang saya ambil merek Aqua, soalnya sudah jarang yang mau beli. Biasanya sekarang orang lebih suka Le Minerale, Cleo, atau yang baru itu, Aquiviva (merek lain air mineral),” ujar Tiamah, Minggu (26/10/2025).

Ia menambahkan, sejak banyak bermunculan merek lain dengan harga lebih terjangkau, Aqua semakin jarang diminati.

“Memang sejak banyak brand lain, Aqua jarang diminati. Banyak yang lebih murah juga soalnya,” ungkapnya.

Sementara itu, salah satu konsumen di Kota Malang, Abel, mengaku sudah lama tidak membeli Aqua. Ia menilai informasi yang beredar di media sosial tentang penggunaan air sumur bor membuatnya makin enggan membeli produk tersebut.

---
Sumber: TIMES INDONESIA
#infomalangan",INFO MALANG TERUPDATE ??,INSTAGRAM,1877,259,2136,0.83%,1.78945E+16,2206242099,https://www.instagram.com/p/DQTAGw1EvHN/
10/1/2025,"#MINIGAME GIẢI MÃ “THÍNH” - RINH QUÀ XỊN CÙNG CELL FUSION C

?? Anh Tú đã gửi đến em một chiếc “thính” cực ngọt… còn em có dám “giải mã” để rinh quà liền tay không nè? Cùng tham gia minigame truy tìm “thính” xịn từ Anh Tú và nhận những phần quà xịn sò từ Cell Fusion C nhé!

⭐ Thể lệ tham gia:
1️⃣ Like fanpage Panipani
2️⃣ Comment ngay dưới bài viết “câu thả thính hoàn chỉnh trong hình” dưới bài viết kèm 2 con số may mắn và tag 2 người bạn
3️⃣ Share bài viết về trang cá nhân kèm hashtag: #Panipani #CellFusionC

⭐ Phần thưởng cực hấp dẫn:
?? Giải Nhất: 1 Kem Chống Nắng Brightening Tone Up (50ml) + 1 Cica Cooling Pad trị giá 1.070.000đ
?? Giải Nhì: 1 Kem Chống Nắng Aqua Tone Up (50ml) + 1 hộp Cica Cooling Mask trị giá 910.000đ
?? Giải Ba: 1 Dark Spot Serum trị giá 620.000đ

?? ƯU ĐÃI ĐẶC BIỆT: Tham gia minigame là nhận ngay 20% OFF toàn bộ sản phẩm Cell Fusion C tại Panipani. (HSD Voucher: 31/10/25)

⏰ Thời gian tham gia minigame: 01/10 - 07/10/2025
?? Kết quả sẽ được công bố tại fanpage vào ngày: 19h Tối 08/10/2025 dựa vào kết quả quay số random. 

?? Nhanh tay tham gia ngay để xem “thính” của bạn có đủ ngọt để rinh quà về không nha!
#ĐốiTác #CellFusionC #CellFusionCVN #AnhTu #PhanPhoiChinhHang",Panipani,FACEBOOK,1296,473,2131,15.42%,245519216375239_1141071868131269,2.45519E+14,https://www.facebook.com/586322043606257/posts/1141071868131269
10/22/2025,"Gubernur Jawa Barat Dedi Mulyadi (KDM) mengungkapkan temuan mengejutkan pada 21 Oktober 2025. 

Ia menyebut, air minum dalam kemasan (AMDK) dari salah satu merek besar ternyata tidak bersumber dari mata air alami, melainkan berasal dari hasil pengeboran air tanah hingga kedalaman lebih dari 100 meter di bawah permukaan bumi.

Data menunjukkan, Danone AQUA telah mengambil sekitar 15.737,79 megaliter air tanah sepanjang tahun 2023 atau setara dengan 43 ribu meter kubik setiap hari. 

Akibatnya, di sejumlah wilayah terjadi penurunan muka air tanah 1–3 meter per tahun, bahkan tanah amblas hingga 23 sentimeter di sekitar kawasan industri air minum.

Sementara warga di sekitar pabrik, dari Jawa Barat sampai Jawa Timur, mulai merasakan dampaknya: sumur menipis, sawah mengering, dan musim kemarau terasa lebih panjang.

""Air tanah adalah warisan kehidupan. Ia mungkin diam, tapi ketika habis, bumi bisa retak,” ujar KDM.

Temuan ini bukan sekadar persoalan izin, tetapi menyangkut hak publik atas air sumber kehidupan yang seharusnya dilindungi untuk kepentingan bersama.

#airkemasan #airminum #aqua #dedimulyadi #gubernurjabar #pabrikaqua #mataair #sumurbor #antaranewscom

Video: YouTube/kang dedi mulyadi channel | Editor: Indita",ANTARA News,INSTAGRAM,1860,244,2104,0.59%,1.80543E+16,3411967657,https://www.instagram.com/reel/DQHFzQaEvBf/
10/15/2025,"ENFANTS RICHES DÉPRIMÉS
PRINTEMPS/ÉTÉ 2026

CREATIVE DIRECTION & DESIGN
HENRI ALEXANDER LEVY
STYLING DAVID FRIEND
MUSIC NICHOLAS “AQUA” MCCARRELL
HAIR MIKE MARTINEZ
MAKEUP HOLLY SILIUS 
PHOTO RYLEY PASKAL
CASTING MDT
EDIT & VIDEO ROSS CONSTABLE ( TURBINE )
ERD TEAM
HENRY STAMBLER
OLIVE ROSE",enfantsrichesdeprimes,INSTAGRAM,2062,13,2075,0.35%,1.80452E+16,359930545,https://www.instagram.com/p/DP1maP6jv5R/
10/7/2025,"Nem só de corrida se vive! ??‍♀️??

manuelacit e sophiacitdaily curtiram um dia de aventura no Aqua Park e aproveitaram pra viver a adrenalina do Surreal, a montanha-russa aquática mais alta do mundo! ????",Beach Park,INSTAGRAM,2025,39,2064,0.09%,1.80812E+16,1253408139,https://www.instagram.com/reel/DPhZJkJESbP/
10/13/2025,"??SỰ KIỆN RA MẮT TỦ LẠNH MỚI AQUA SPACE FIT | MINIGAME RINH QUÀ XINH Ở ĐÂY 

Một thiết kế sang trọng nối liền từng khoảng không
Một sắc màu thanh lịch hòa hợp đa phong cách.
Một bước tiến công nghệ trữ tươi mọi thực phẩm

✨Tất cả tạo nên Tủ lạnh âm tường AQUA Space Fit – chuẩn hòa hợp cho không gian sống hiện đại.

Trăm lời hoa mỹ không bằng một lần tận mắt ngắm nhìn. Sẵn sàng cho màn ra mắt đặc sắc không thể bỏ qua tại sự kiện Hoà Hợp Vô Hạn.

?? Địa điểm: Thiso Mall Sala - Tầng Trệt, sảnh A, số 10 Đường Mai Chí Thọ, PhườngThủ Thiêm, Thành phố Thủ Đức, TP Hồ Chí Minh.
?? Thời gian: 18/10 - 23/10/2025

??Đừng bỏ lỡ màn ra mắt đặc sắc tại sự kiện Hoà Hợp Vô Hạn! Và đừng quên chơi ngay MINIGAME bên dưới để có cơ hội rinh những món quà đặc biệt

MINIGAME | CHỌN TÍNH NĂNG XỊN - QUÀ XINH VỀ TAY 
??""Bỏ phiếu"" ngay tính năng mà bạn mê nhất của tủ lạnh âm tường AQUA Space Fit với thông điệp: Hòa mọi không gian - Hợp trọn gu bạn
A. Thiết kế âm tường , màu trắng kem sang trọng tôn lên gu thẩm mỹ đẳng cấp của gia chủ
B. Công nghệ ABT Pro: Tiêu diệt 99% vi khuẩn giúp không khí bên trong tủ luôn sạch sẽ trong lành
C. Ngăn ẩm đông lạnh HCF: giữ độ ẩm thực phẩm đông lạnh >95%, bảo toàn trọn vẹn kết cấu & hương vị
D. Fresher Shield: duy trì nhiệt độ ổn định cho ngăn đông, đảm bảo chất lượng thực phẩm khi bảo quản lâu dài

⭐ CÁCH THỨC THAM GIA:
1️⃣ Bước 1: Follow Fanpage AQUA Việt Nam
2️⃣ Bước 2: Like và share bài viết về trang cá nhân ở chế độ công khai kèm hashtag  #AQUA #AQUAVietnam #AQUASpaceFit #HoàHợpVôHạn 
3️⃣Bước 3: Comment tính năng mà bạn thích nhất của tủ lạnh âm tường AQUA Space Fit, tag tên 3 người bạn + 1 số may mắn từ 000 – 999

??Ví dụ: C. Ngăn ẩm đông lạnh HCF: giữ độ ẩm thực phẩm đông lạnh >95%, bảo toàn trọn vẹn kết cấu & hương vị + @a @b @c + 789

⏱Thời gian kết thúc minigame: 23h59’ ngày 23/10/2025 ​
??Kết quả sẽ được công bố vào ngày 27/10/2025 
??PHẦN THƯỞNG HẤP DẪN: 
??5 GIẢI “GU TINH TẾ” : Quạt điện cầm tay AQUA 
??5 GIẢI “LỰA CHỌN THÔNG THÁI”: Combo Hộp đựng thức ăn AQUA
??5 GIẢI “MẮT THẤY TRÁI TIM MÊ”: Túi lưới AQUA

??Nhanh tay tham gia!

??Đừng quên khám phá ngay tủ lạnh Space Fit AQR-MA585XA(MC)U1 tại: https://aquavietnam.com.vn/san-pham/aqr-ma585xamcu1/
------------------------------------------
‼️LƯU Ý
- Mỗi người tham gia chỉ được bình luận 1 lần duy nhất.
- AQUA Việt Nam có quyền hủy kết quả và chọn người thay thế khi phát hiện vi phạm (spam, tài khoản ảo, chỉnh sửa sau khi comment…), mọi quyết định thuộc về AQUA Việt Nam.

#AQUA #AQUAVietnam #AQUASpaceFit #HoàHợpVôHạn",AQUA Việt Nam,FACEBOOK,989,503,2058,0.49%,203461313193433_808888358542368,2.03461E+14,https://www.facebook.com/reel/2328918197560798/
10/5/2025,"✨MINIGAME: CÙNG ANH TÚ XÉ TÚI MÙ CELL FUSION C ✨

Để kỷ niệm cột mốc đáng nhớ khi ca sĩ Anh Tú chính thức trở thành tân đại sứ của Cell Fusion C, brand quyết định mang đến cho cả nhà một minigame cực hấp dẫn để cùng nhau vui chơi và rinh quà skincare xịn xò. ??

?? XÉ TÚI MÙ - Truy tìm bộ đôi kem chống nắng nâng tone từ nhà Cell Fusion C!!!
Trên hình là 3 chiếc túi bí mật do brand đã chuẩn bị, và chỉ 1 chiếc duy nhất trong số đó có chứa bộ đôi kem chống nắng “best-seller” đình đám của Cell Fusion C: ✨Brightening Tone Up Sunscreen & ✨Aqua Tone Up Sunscreen!

?? CÁCH THỨC THAM GIA:
- Bước 1: Like Fanpage Yến Nguyễn Cosmetic & Cell Fusion C
- Bước 2: Comment số túi bạn chọn + Tag 3 người bạn + Chọn 1 số may mắn (từ 1–500)
- Bước 3: Like & Share bài viết ở chế độ công khai kèm hastag #CellFusionC #YenNguyenCosmetic

?? GIẢI THƯỞNG HẤP DẪN:
?? Giải Nhất: 1 Kem Chống Nắng Brightening Tone Up (50ml) + 1 Cica Cooling Pad
?? Giải Nhì: 1 Kem Chống Nắng Aqua Tone Up (50ml) + 1 hộp Cica Cooling Mask 
?? Giải Ba: 1 Dark Spot Serum

⏰ Thời gian tham gia: 5/10 - 11/10

❌LƯU Ý:
- Các đáp án không được chỉnh sửa.
- Nếu có xảy ra tranh chấp, kết quả cuối cùng phụ thuộc vào Yến Nguyễn Cosmetic.

??Các nàng nhanh tay tham gia để đón nhận phần quà đặc biệt từ brand và Anh Tú nhé~
#CellFusionC #CellFusionCVietnam #AnhTu #KCNNangtone 
-.-.-.-.--.-.-.-.-.-.-.-.-.-.-.-.-.-.-.-.-.
YEN NGUYEN STORE
??CN1: 79 (15 số cũ) Nguyễn Thiện Thuật, Nha Trang
☎ 0905009700
??CN2: 61 - 63 Quang Trung, Nha Trang
☎ 0905181959
??CN3: 28 Thích Quảng Đức - VCN Phước Hải đối diện chung cư CT4, Nha Trang 
☎ 0865787188
??CN4: 59 Nguyễn Đình Chiểu, P.Vĩnh Phước, Nha Trang (NEW STORE)
☎ 0397777694 
????‍??0327570176 (chăm sóc khách hàng, giải quyết thắc mắc, góp ý - Ms. Nhi - Zalo, Viber)
??Instagram: @yennguyen_cosm
??Shopee: https://s.shopee.vn/2qBSvho1ER
??Tiktok: yncosmetics.nt
?? Website: http://yennguyencosmetic.com/
#yennguyencosmetic #myphamchinhhang #myphamnhatrang",Yến Nguyễn Cosmetic,FACEBOOK,1139,446,2053,1.80%,829911897103855_827977646424133,8.29912E+14,https://www.facebook.com/179410331280871/posts/827977646424133
10/11/2025,"Aqua line Darshan ????????
.
.
.
#trendingreels #reels #aqualine #metro #law #advocate #lawyersofinstagram #lawyer #viral #litigation #court 

( metro, aqualine, viral reels, lawyer, litigation, court, fyp, trending )",Adv Sakshi Baadkar,INSTAGRAM,1997,54,2051,3.09%,1.80543E+16,1178218242,https://www.instagram.com/reel/DPq0JldkY8U/
10/16/2025,"Anaira
An aqua blue pishwas with three-quarter sleeves and a scoop neckline, adorned with gota work, tassels, and botanical motifs. The lehenga combines raw silk and organza, embellished with foil appliqué and embroidery. Finished with a scalloped dupatta, this piece exudes modern grace with timeless charm.

Available In-Store & Online! 

#SuffuseBridal #Suffuse #Aab-e-Zar #Summer #FYP",SUFFUSE,INSTAGRAM,2026,10,2036,0.22%,1.80708E+16,1110026526,https://www.instagram.com/p/DP3iADLCLm_/
10/23/2025,White ⬆️ Aqua ⬇️ for Sunday,Miami Dolphins,INSTAGRAM,1891,121,2012,0.10%,1.81896E+16,198507707,https://www.instagram.com/reel/DQK62QwDMu_/
10/20/2025,"[CONCOURS TERMINÉ]

?? CONCOURS ??‍??‍??‍??????Center Parcs Les Ardennes??????‍??‍??‍??

Une escapade familiale le temps d'une journée durant les vacances d'automne, ça vous dit ? TV Lux et Center Parcs Les Ardennes vous proposent de remporter l'un des 8️⃣packs de 4 billets journée. Quelle que soit la météo ??, vivez une journée riche en plaisirs pour tous les âges avec un accès notamment à :

??‍♂️ ""Aqua Mundo"" (piscine à vagues, toboggans et pataugeoire)
?? ""Baluba"" (cages à écureuils, toboggans et canons à balles en mousse)
?? La ferme pour enfants

?? Pour tenter de remporter l'un des packs de 4 entrées :

1) Likez la page Center Parcs Les Ardennes??
2) Commentez en invitant vos amis à participer

⌚?? Fin du concours le DIMANCHE 26 OCTOBRE à 23h59 ! Les gagnants seront tirés au sort le lundi 27/10 et annoncés officiellement sur notre page.

⚠️ Attention aux messages et commentaires frauduleux. Les gagnants sont annoncés sur notre page Facebook à la date indiquée. Si vous recevez une notification à propos de ce concours, ne cliquez sur aucun lien, ne transmettez aucune information personnelle importante (compte bancaire) et signalez le profil. Merci pour votre vigilance ⚠️

Règlement sur : http://www.tvlux.be/reglement-concours-facebook

Bonne chance à toutes et à tous ????‍??‍??‍?? !",TV Lux,FACEBOOK,598,1011,2012,2.73%,147453115316422_1450644053735999,1.47453E+14,https://www.facebook.com/741924097941335/posts/1450644053735999
